time,signal,buy_price,sell_price,amount,gross_profit,fees,net_profit,latency,slippage
2025-04-07T16:55:23.467399,Auto SELL BTC/USDT,78542.58217186817,79330.47212722717,0.006303405773960383,4.9663900938553205,0.0,4.9663900938553205,0.09513035647444404,0.0011969433606975753
2025-04-07T16:58:52.760969,Auto SELL BTC/USDT,79372.73642908587,78981.29372472594,0.006332501165303763,-2.4788113815089003,0.0,-2.4788113815089003,0.11418316552901822,0.0012805133682325712
2025-04-07T17:04:53.122774,Auto SELL BTC/USDT,79185.25818768251,79083.14208713226,0.004614093740547425,-0.4711732603580239,0.0,-0.4711732603580239,0.05998992287177285,0.0006099716012609675
2025-04-07T17:05:32.437419,Auto SELL BTC/USDT,79062.31655391549,78924.63348478042,0.006342677887368706,-0.873279358068017,0.0,-0.873279358068017,0.11804606761112665,0.0006629337889376048
2025-04-07T17:07:21.323385,Auto SELL BTC/USDT,78727.4426066355,78558.52387374167,0.006371066901232488,-1.076192548137998,0.0,-1.076192548137998,0.050342119478552196,0.0005851587956817736
2025-04-07T17:14:39.032149,Auto SELL BTC/USDT,78548.08012246728,78383.90813880866,0.006382858264533104,-1.047886502700169,0.0,-1.047886502700169,0.06960273125117071,0.0014788772126285456
2025-04-07T17:15:19.749546,Auto SELL BTC/USDT,77834.24987986647,77800.30688867885,0.006424385675955978,-0.21806286638485475,0.0,-0.21806286638485475,0.1615589556862648,0.0018032021888541086
2025-04-07T17:16:14.532873,Auto SELL BTC/USDT,77736.96518607246,77788.81307212343,0.0064388092518183225,0.3338386483922629,0.0,0.3338386483922629,0.06708430598295395,0.0009667733595366436
2025-04-07T17:16:38.336281,Auto SELL BTC/USDT,77685.84152904426,77693.46839899493,0.006436536227451197,0.04909062473949351,0.0,0.04909062473949351,0.08594419951156179,0.001590157254482251
2025-04-07T17:17:19.117899,Auto SELL BTC/USDT,77888.36907568478,78172.4099630395,0.006390981098668166,1.8152999423329979,0.0,1.8152999423329979,0.19941549818130733,0.0016536004042877926
2025-04-07T17:18:31.307379,Auto SELL BTC/USDT,77948.77669425993,78096.64939431888,0.006404298347655336,0.9470208886509113,0.0,0.9470208886509113,0.160865242951035,0.0009240327567841336
2025-04-07T17:26:21.160511,Auto SELL BTC/USDT,77959.12723808561,78077.70092719949,0.0064113160474292795,0.7602133958187118,0.0,0.7602133958187118,0.057817832657807273,0.0010201086806527445
2025-04-07T17:27:51.649710,Auto SELL BTC/USDT,78123.22010944724,78062.48883938129,0.00640592342294533,-0.3890398654207078,0.0,-0.3890398654207078,0.07703027914798641,0.001209119755235191
2025-04-07T17:31:29.588085,Auto SELL BTC/USDT,78261.32724351961,78215.39411840298,0.006393895527883264,-0.29369160326491994,0.0,-0.29369160326491994,0.05244899274295331,0.0009945413129689737
2025-04-07T17:33:19.922257,Auto SELL BTC/USDT,78328.41387083729,78378.43065709031,0.0063800542010794825,0.31910980725808474,0.0,0.31910980725808474,0.19660728463669047,0.0010410301860357585
2025-04-07T17:40:04.108764,Auto SELL BTC/USDT,78375.35968824962,78574.67919784917,0.006367167003908618,1.2691006047574829,0.0,1.2691006047574829,0.1478491749111267,0.0008242779029727712
2025-04-07T17:42:53.686747,Auto SELL BTC/USDT,78604.57564849977,78775.0987411858,0.006345873548647027,1.0821179833097252,0.0,1.0821179833097252,0.11139869840004585,0.00178900042949581
2025-04-07T17:45:00.248072,Auto SELL BTC/USDT,78875.16984214552,78956.81342712304,0.006335411133225738,0.5172456772230118,0.0,0.5172456772230118,0.07366156611306841,0.0011046560051577257
